he_test ['העומד' 'שפסלו' 'האקס']
העומד (HVMD):	haomed	['haomed', 'homed']
פישטמינל (FYSTMYNL):	pystaminal	['fistaminel']
אורלוך (VRLVCH):	orlucha	['orlokh']
גרד (GRD):	gard	['gerd', 'gered', 'garad']
כשעשה (CHSSH):	ksheash	['ksheash']
שגזרתו (SGZRTV):	shegzerato	['shegzerato']
וחניכתה (VCHNYCHTH):	vakhanikhatah	['vakhanikhatah']
טהאגט (THGT):	thagat	['thagata']
דרקים (DRQYM):	drakim	['drakim']
בסמודאלרו (VSMVDLRV):	bsmodalro	['bsmodlaro']
מתעטרי (MTTRY):	mitatrei	['mitatare']
העופרת (HVFRT):	haoferet	['haoferet']
ובכולא (VVCHVL):	vvkola	['uvkhola']
שודאה (SVDH):	shudaa	['sheuadaah']
ומעלי (VMLY):	vmaale	['vmaalei']
שהמדרש (SHMDRS):	shehamdarash	['shehamidrash']
ומהלמות (VMHLMVT):	vmehalamot	['vmahalumot']
אפייהו (FYYHV):	apayyhu	['apayyhu']
ונוקמא (VNVQM):	vnokma	['vnukma']
וולניצה (VVLNYTZH):	volnitsa	['volnitsa']
הדו (HDV):	hdo	['hedv', 'hodv', 'hedo', 'hdov', 'hodu', 'hadv', 'hdo', 'hadu']
בניחא (VNYCH):	bneika	['bnayka']
די־לא (DY_L):	di-lo	['di-la']
מיקרביה (MYQRVYH):	mikravya	['mikrbeyh']
מאמדנות (MMDNVT):	meimdnot	['meumdanot']
ובסגנונותיך (VVSGNVNVTYCH):	vvsignunotayikh	['uvsignonotayikh']
בוויווקה (VVVYVVQH):	bvivyuukh	['vuivyuevka']
אנרכיזם (NRCHYZM):	anarkizm	['anarkizm']
לגהוץ (LGHVTZ):	lighuts	['lgihuts']
החמיות (HCHMYVT):	hakhamiut	['hkhamayot']
ניצשאני (NYTZSNY):	nitssani	['nytsseani']
פוסטורטה (FVSTVRTH):	postorte	['postverta']
מקליפים (MQLYFYM):	maklipim	['maklifim']
תפתי (TFTY):	tafti	['tiftay']
השומרה (HSVMRH):	hashomra	['hsomera', 'hashomera']
גסר־חביב (GSR_CHVYV):	geser-khaviv	['geser-kvyv']
קיוטו (QYVTV):	kyoto	['kyoto']
וישגיחו (VYSGYCHV):	vyashgiaku	['vyashgiaku']
מהבלים (MHVLYM):	mehavalim	['mehavalim', 'mahbilim']
במדברים (VMDVRYM):	bamidbarim	['bamidbarim']
והמשקין (VHMSQYN):	vhamashkin	['vhamashkin']
הדוידקה (HDVYDQH):	hdoydka	['hdavidka']
שמשמע (SMSM):	shemshama	['shemashma']
כמת (CHMT):	kmat	['kmet', 'kmta', 'kamet', 'kamat', 'kmt']
גוזלילים (GVZLYLYM):	gozlilim	['gozalilim']
מק׳פי (MQ_FY):	mekpi	['mkpi']
מסורות (MSVRVT):	msurot	['msurot', 'masorot']
דתשתדל (DTSTDL):	dtishhtadel	['dtishhtadal']
תהי־לו (THY_LV):	tihi-lo	['thi-lo']
התחננה (HTCHNNH):	hitkhanenh	['hitkhanna']
אל־עיר (L_YR):	el-air	['el-air']
גריצין (GRYTZYN):	gritsin	['gritsin']
ישבאב (YSVV):	yisbab	['yeshevav']
מיוחדות (MYVCHDVT):	myukhadot	['myukhadot']
גלאי (GLY):	glai	['goli', 'glei', 'galai', 'glai']
משפתו (MSFTV):	mishpato	['misopato', 'misapato']
האמוראים (HMVRYM):	haamoraim	['haamoraim']
ואם־על־המלך (VM_L_HMLCH):	vim-al-hamelekh	['vim-al-hamelekh']
ובנכר (VVNCHR):	uvinkar	['vvnekhar']
מתגרשות (MTGRSVT):	mitgarshot	['mitgarshot']
נציצין (NTZYTZYN):	ntsitsin	['ntsitsin']
גופה (GVFH):	gufa	['gufah', 'gupeh', 'gupe', 'gufa']
היידה (HYYDH):	hayyde	['hayyde', 'heyyda', 'hayyda']
מהעדות (MHDVT):	mehaidot	['mehaedut']
צאננו (TZNNV):	tsonenu	['tsonenu']
מגנת (MGNT):	magent	['miginat', 'mginat', 'mgint', 'megenet']
הבלי (HVLY):	hvli	['havalay', 'hevli', 'hbli', 'havle', 'hvle']
הרמחים (HRMCHYM):	haramkhaim	['harmakhim']
מתקלקל (MTQLQL):	mitkalkel	['mitkalkel', 'mitkaalkael']
במניפי (VMNYFY):	bmanipei	['bimnipei']
ומטללין (VMTLLYN):	vmtallin	['vmtallin']
משובת (MSVVT):	mshuvat	['mshuvat']
ובחומה (VVCHVMH):	vvkhoma	['uvakhoma']
ומשינקב (VMSYNQV):	vmisheynakev	['vmisheyinakev']
אלוהות (LVHVT):	eluhut	['elohut']
בחביוני (VCHVYVNY):	bkhevyonei	['bkhevyonei']
דקטרגו (DQTRGV):	dkatregu	['dkitrgu']
לטופו (LTVFV):	ltopo	['litufo']
לבהן (LVHN):	lvahen	['libhen', 'lbohn']
שתנו (STNV):	setenu	['stinv']
פרין (FRYN):	paryn	['pryan', 'peryn', 'perin', 'peryan', 'parin', 'piryan']
אשר־דב֨ר (SR_DV_R):	asher-dva֨r	['asher-dibe֨r']
למידכר (LMYDCHR):	lmidkar	['lmidkar']
דחילין (DCHYLYN):	dkhilin	['dkhilin']
אחרוהו (CHRVHV):	akruhu	['ikharuhu']
חרונפן (CHRVNFN):	kharunefen	['khrunefen']
שאנגרן (SNGRN):	shangran	['sangren']
מכרתיה (MCHRTYH):	mikarteh	['mkartiha']
בדרד (VDRD):	bdard	['bdard']
בהלינו (VHLYNV):	bhalenu	['bhalino']
כגבל (CHGVL):	kgevel	['kgabel']
ו״ארדיסי (V_RDYSY):	vardisi	['vardisi']
מוג׳אדלה (MVJDLH):	mojadela	['muujaadala']
דעדיתי (DDYTY):	dadeti	['dadeti']
בדלת (VDLT):	bdalat	['bdelt', 'bdelet', 'bdalat', 'bdalt']
מוריקות (MVRYQVT):	morikot	['morikot']
ה״ז׳ידון (H_ZHYDVN):	hjiydon	['hjiydon']
למיפרך (LMYFRCH):	lmifrakh	['lmifrakh']
מזירכה (MZYRCHH):	mizairka	['mzyirka']
לשום־שמי (LSVM_SMY):	lshom-shamay	['lasum-shmi', 'las,um-shmi']
איינו (YYNV):	ayyno	['ayynu']
סולדד (SVLDD):	suldad	['soledad']
שוקדת (SVQDT):	shokedet	['shokedet']
ואתגזרו (VTGZRV):	vitgzaru	['vitgzaru']
והמעמץ (VHMMTZ):	vhamamets	['vhamamets']
תבינו (TVYNV):	tavinu	['tavinu']
שכשישן (SCHSYSN):	sheksheyeshen	['sheksheyashen']
עכלה (CHLH):	akala	['ukala']
וכמטמונים (VCHMTMVNYM):	vkmitmonim	['vkamatmonim']
אכזיב (CHZYV):	akziv	['akhziv']
וכלהעדה (VCHLHDH):	vkilda	['vkhalhaedh']
ואוזפא (VVZF):	vozpa	['vozafa']
וינצו (VYNTZV):	vayinatsu	['vayinatsu']
כעביה (CHVYH):	kaabeyh	['kaabiye']
שאדרבא (SDRV):	sheadarba	['sheadraba']
והמורם (VHMVRM):	vhamorem	['vhamuram']
זבובין (ZVVVYN):	zvuvin	['zvuvin']
יקשתי (YQSTY):	ykashhti	['yakoshhti']
בסומקן (VSVMQN):	bsomkan	['bsumkan']
פוצח (FVTZCH):	potseakh	['potseakh']
דמכתתין (DMCHTTYN):	dmakhtatin	['dimkattin']
ביבומו (VYVVMV):	bibomo	['byibumo']
העריכה (HRYCHH):	haarikha	['haarikha', 'heerikha', 'heerik']
דשא־גיל (DS_GYL):	dsha-gil	['deshe-gil']
וחשקיהם (VCHSQYHM):	vkhashkeyhem	['vkhishaukehem', 'vkhishukehem', 'vakhashukehem']
מהמצרים (MHMTZRYM):	mehamitsrim	['mhmetsarim', 'mhmtsarim']
למיחשד (LMYCHSD):	lmikhsad	['lmikhshad']
האקדמזית (HQDMZYT):	hakdamazit	['hakademezyt']
אבטינס (VTYNS):	avtines	['avtinas']
הניעה (HNYH):	hania	['hani', 'hania', 'henia', 'heniah']
בהשיחה (VHSYCHH):	bhasoiakh	['bhasoiakh']
לשברו (LSVRV):	lshivro	['lsivrv']
ונשתעבד (VNSTVD):	vnishhtabed	['vnishhtabed']
ופגיעהפגיעה (VFGYHFGYH):	vfgihapgia	['vpgyahpgia']
בקסטירא (VQSTYR):	bkistira	['bkastira']
לאוגיא (LVGY):	lugya	['lugya']
הברי (HVRY):	havri	['hovre', 'hbari', 'havari']
ה״חדרים (H_CHDRYM):	hkhadarim	['hkhederim']
כורות (CHVRVT):	korot	['kauarut']
שהדעת (SHDT):	shehadaat	['shehadaat']
דיואב (DYVV):	dyoav	['dyoav']
תשלג (TSLG):	tashleg	['tashleg', 'tasleg']
וה״מעבר (VH_MVR):	vhmever	['vhmeever']
גבירות (GVYRVT):	gvirot	['gvirot']
הצעקות (HTZQVT):	hatsaakut	['hatsakot']
בכרותיה (VCHRVTYH):	bkaroteha	['bhkheruteh']
אתייליד (TYYLYD):	ityylid	['ityyled', 'ityylid']
בחדושה (VCHDVSH):	bkhidushh	['bkhidushah', 'bkhidusheh']
ולנכסת (VLNCHST):	vlnakeset	['vlniksat']
הבמות (HVMVT):	habamot	['habam,ot', 'habamot', 'havamout']
דנתיקרו (DNTYQRV):	dintikru	['dnityakaru']
אחים (CHYM):	akhim	['akhim', 'akim', 'akheim', 'okhim']
הסביצ׳ה (HSVYTSHH):	hsbetsa	['hseviche']
אבודהון (VVDHVN):	avudhon	['avudhon']
איתוו׳חשצ׳ק (YTVV_CHSTSHQ):	itbukshachek	['itvawkhashhchak']
זבידאת (ZVYDT):	zvidat	['zbedt']
סידהטהה (SYDHTHH):	sydhatha	['sidhataha']
דרגין (DRGYN):	dargin	['dargin']
ואת־חקתי (VT_CHQTY):	vet-khukaotay	['vet-khukaotay']
על־שמת (L_SMT):	al-shemet	['al-shmot']
הטלסמאות (HTLSMVT):	htelsmaut	['hataalsmaot']
אנטואן (NTVN):	antuen	['antuan']
המלך־יהויקים (HMLCH_YHVYQYM):	hamelekh-yhoyakim	['hamelekh-yhoyakim']
שיבויה (SYVVYH):	shivuyeh	['sivuih', 'sivoya']
בתועבתיהם (VTVVTYHM):	btoevoteyhem	['btoavoteyhem']
הארוסות (HRVSVT):	haarusot	['haarusot']
נפרעים (NFRYM):	nifraim	['nifraim']
איגנץ (YGNTZ):	ignts	['ignats']
ויחמור (VYCHMVR):	vyakhmor	['vyakhmur']
שוויילון (SVVYYLVN):	svvyelon	['sveuyylon']
ערעוני (RVNY):	aruni	['aruni']
הסלקוויסט (HSLQVVYST):	hslakuivyt	['haselkvuyst']
שראויה (SRVYH):	sheruih	['sheruya', 'sheruyh']
פעלתם (FLTM):	phulatam	['paltem', 'pulatam', 'phulatam']
בפקעת (VFQT):	bpakaat	['bifkaat', 'bpkaat']
ואבישור (VVYSVR):	vaavishur	['vaavishur', 'vaavish,ur']
והעליתי (VHLYTY):	vhaaliti	['vheeleti', 'vhaalti', 'vhaaleyti']
בשלמותא (VSLMVT):	bshalmuta	['bishlmuta', 'bishlemuta']
מפנקי (MFNQY):	mpanki	['mpankei']
ותרוויהו (VTRVVYHV):	vtarvuyhu	['vtarvavyhu']
ותאבד (VTVD):	vteved	['vtovad', 'vtabed', 'vatabed', 'vetovd', 'vatebed']
אקוטופ (QVTVF):	akutof	['ekotop']
ופלאק (VFLQ):	vflak	['vpalak']
שעיב (SYV):	siv	['suayv']
אל־תטמאו (L_TTMV):	al-titamu	['al-titaamu', 'al-titaamau']
לספוף (LSFVF):	lispof	['lsipuf']
וכשתגדיל (VCHSTGDYL):	vkshetagdil	['vkshetagdil']
התמות (HTMVT):	hatamot	['htemot']
שאדון (SDVN):	sadun	['sheadun']
כשאופין (CHSVFYN):	ksheufin	['ksheofin']
קצירכם (QTZYRCHM):	ktsirkam	['ktsirchem']
ישדר (YSDR):	ysader	['yshudar', 'yshadar', 'yshader']
שאלו (SLV):	shaalu	['slv', 'shelv', 'selu', 'silv', 'selo', 'salv', 'seelu', 'shalo', 'sheelu', 'salu', 'seelv', 'shielu', 'selv', 'sheilu', 'shaalo', 'shalv', 'saalu', 'silu', 'slo', 'saalv', 'shelo']
להחפצים (LHCHFTZYM):	lhakhpatsim	['lhakhapetsim']
להולדת (LHVLDT):	lholedet	['lholdat', 'lholadat']
ולגשם (VLGSM):	vligsham	['vlageshem', 'vlgeshem']
ורכות (VRCHVT):	vrkhut	['vrakot']
להימאסנמאס (LHYMSNMS):	lhymasnamas	['lhymasnimas']
תרעב (TRV):	tirav	['tirav']
עלמת (LMT):	almat	['almat', 'alamit', 'alemet']
אבקשך (VQSCH):	avakshekh	['avakaeshkha']
בדיכוטומיה (VDYCHVTVMYH):	bdikutumeih	['bdikhotomya']
תאספים (TSFYM):	taasfim	['teesfim']
דאמירן (DMYRN):	dimiran	['daamiran']
פריח (FRYCH):	priakh	['prekh']
פרוצות (FRVTZVT):	prutsot	['prutsot']
קורבוט (QVRVVT):	korbot	['korbut']
מסגיד (MSGYD):	masgid	['mesgid']
הכנסו (HCHNSV):	hakhnaso	['hikansv', 'hikansu']
המרש (HMRS):	hmars	['hmarsh']
ומשלשין (VMSLSYN):	vmshalshin	['vmshalshin']
וימליכה (VYMLYCHH):	vyamlikha	['vayamliceh']
הקורא (HQVR):	hkura	['hkore', 'hakora', 'hakovera', 'hakore', 'hakoure']
כל־השארית (CHL_HSRYT):	kal-hasharit	['kal-hashaerit', 'kal-hasherit']
טמרני (TMRNY):	tamrani	['tmarani']
שהפילן (SHFYLN):	sheipilan	['sheipilan']
נקצצו (NQTZTZV):	niktstsu	['niktstsu']
בזרי (VZRY):	bizrei	['bzerei']
וממליכין (VMMLYCHYN):	vmamlicin	['vmamlicin']
אל־המערכה (L_HMRCHH):	el-hamaarakha	['el-hamaarakha']
צ׳קון (TSHQVN):	chekon	['chakon']
וניחות (VNYCHVT):	vnikhot	['vneikhut']
ויערקן (VYRQN):	viarkn	['vyearkun']
אשר־ילדה (SR_YLDH):	asher-yalda	['asher-yalda']
מערביות (MRVYVT):	marbiot	['maaraviot']
החזה (HCHZH):	hekhazah	['heakhze', 'hkze', 'hakhaze', 'hkhoz', 'hakhoze']
לפניךאם (LFNYCHM):	lifneichem	['lpaneikam']
שושקה (SVSQH):	shoshka	['soske']
דרווח (DRVVCH):	drauavkh	['dravaukh']
אל־תתפלל (L_TTFLL):	al-titpalel	['al-titpalel']
דאכלבא (DCHLV):	dakhlba	['dakhlaba']
והנפקנא (VHNFQN):	vhanifkana	['vhanpakana']
כפיות (CHFYVT):	kfiot	['kpeyot']
ג׳הדסה (JHDSH):	jahadasa	['jahadase']
ל״זמרשת (L_ZMRST):	lzemereshet	['lzemereshet']
לגייפין (LGYYFYN):	lgayyfin	['lgayifin']
ונטרת (VNTRT):	vnateret	['vnatrat']
סוראה (SVRH):	sura	['surah']
אם־גויתנו (M_GVYTNV):	im-gviyatenu	['im-gviyatenu']
הנופח (HNVFCH):	hanofekh	['hanuofeakh']
האזוריים (HZVRYYM):	hazuriim	['hazoriyim', 'hazoriim', 'hazoryim']
הואיה (HVYH):	hvaih	['hoi']
ולובשו (VLVVSV):	vlubshu	['vluovsho']
החכוך (HCHCHVCH):	hakhikukh	['hakhikukh']
אדמיתניה (DMYTNYH):	admitaneih	['admitneih']
לאכרם (LCHRM):	lakhram	['lakram']
ויאנס (VYNS):	vyeans	['vyeenos']
הצאתני (HTZTNY):	htsatani	['hotsetani']
שסבתא (SSVT):	ssavta	['ssavta']
יתעשר (YTSR):	yitasher	['yitasher']
נגויה (NGVYH):	nguih	['nagoya', 'nagoi']
בזקים (VZQYM):	bzakim	['bazaikaim', 'bzikaim', 'bazaikim']
וערעא (VR):	vara	['vaaraa']
ובדגים (VVDGYM):	uvdagim	['uvdagim']
קחתך (QCHTCH):	kakhtakh	['kakhtekh']
יכשר (YCHSR):	yikasher	['yiksr', 'yikhshar']
ולכתביה (VLCHTVYH):	vliktaveyha	['vlikhtbeyh']
מצדיקו (MTZDYQV):	mitsadiku	['mitsadiko', 'mitsadikv']
נסית (NSYT):	nasit	['nsytu', 'nasyat', 'nisyt', 'nisit', 'niset', 'nisith']
ישרגו (YSRGV):	yshargu	['ysoragu']
בבריה (VVRYH):	bivreyh	['bivreh', 'bvrih']
ששוליהן (SSVLYHN):	shesholehen	['sheshulehen']
מענאן (MNN):	manan	['manan']
לשכרה (LSCHRH):	lshikra	['lsikorh', 'losakr', 'lshakra', 'lshikorh', 'lshakhr', 'lsikor', 'lsachrah']
אקפח (QFCH):	ekpakh	['akapeakh']
ומחלבהן (VMCHLVHN):	vmkhalvahen	['vmekhelbehen', 'vmkhelbehn', 'vmkhelbehen']
תכבד (TCHVD):	tkabed	['tikbd', 'tikabed', 'tikhbad', 'tikvd']
מתכלמון (MTCHLMVN):	mitkalmun	['mutakalimun']
שנצי (SNTZY):	shenatsi	['snatsi', 'shnatsei']
התרנגלת (HTRNGLT):	hatarngolet	['hatarngolet', 'hatarnglet']
ומתזן (VMTZN):	vmitzan	['vmitzan']
שהנחתם (SHNCHTM):	shehankhatam	['shehanekhtam', 'shnektm', 'shehanakhatam']
כל־אנשיו (CHL_NSYV):	kal-anashav	['kal-anashav']
הצטרכו (HTZTRCHV):	hitstarku	['hitstarku']
ואת־העטלף (VT_HTLF):	vet-haatalef	['vet-haatalef']
וסכה (VSCHH):	vsaka	['vsukh', 'vsuk']
גרמתיים (GRMTYYM):	garmatyim	['gramatiim']
גשוראי (GSVRY):	gshurae	['gshurae']
דצלותהון (DTZLVTHVN):	ditslothon	['ditslothon']
לישתן (LYSTN):	lishhtan	['lishatan']
ל׳י (L_Y):	lyi	['lii']
ארשע (RS):	arsha	['arsha', 'ersha', 'ersa']
ושלל֣ו (VSLL_V):	vshlale֣v	['vshalal֣u']
ומשפטי־פיו (VMSFTY_FYV):	vmishpate-fiv	['vmishptey-fiv']
ופורש (VFVRS):	uforesh	['uforesh']
אסבה (SVH):	asbh	['asava']
קלות־ראש (QLVT_RS):	klot-rosh	['kalut-rosh']
הוואג׳רה (HVVJRH):	huuajera	['hevavajera']
דעותיו (DVTYV):	dootav	['deotav']
והמסדר (VHMSDR):	vhamsader	['vhamsader']
יובילון (YVVYLVN):	yobilon	['yovilun']
אתעכבת (TCHVT):	itakabet	['itakvat', 'itakavat']
לישבקשה (LYSVQSH):	lishvakshh	['lyashbkashh']
מתף (MTF):	mataf	['mtaf']
שהמעין (SHMYN):	shehamayan	['shehamayan']
ובלבבך (VVLVVCH):	uvilvabecha	['uvilvavcha', 'uvilvabecha']
תמידים (TMYDYM):	tmidim	['tmidim']
לאשייהו (LSYYHV):	lashayyhu	['leshayyhu']
הנשיאין (HNSYYN):	hanhsiin	['hansiin']
ככולם (CHCHVLM):	kkolam	['kkulam']
תערב (TRV):	tarev	['teerav', 'tarev']
לעשיתו (LSYTV):	laasiyato	['laasiyato']
בטעהה (VTHH):	btaha	['bitaah']
לעגות (LGVT):	laagut	['laugot']
קאילסנטהה (QYLSNTHH):	kailsnataha	['kailasanatha']
דנגזל (DNGZL):	dnigzal	['dnigzal']
חשף (CHSF):	khasaf	['khasif', 'khasof', 'khasaf', 'khesef']
והגזה (VHGZH):	vhagaza	['vhagizah']
בדגדגן (VDGDGN):	bdagdagan	['bdagdgan']
יסיקו (YSYQV):	yasiko	['yasiku']
ישלמנה (YSLMNH):	yshalmineh	['ysalmena', 'yshalminah', 'yshalmenh']
לציוני (LTZYVNY):	ltsiyunei	['ltsiunei']
ויזדהר (VYZDHR):	vyizdaher	['vyizdhar']
אם־תחשוך (M_TCHSVCH):	im-takhsokh	['im-takhsokh', 'im-takhs,okh']
תערף (TRF):	taref	['tearef']
בשוירי (VSVYRY):	bshavirei	['bishvirei']
ונוטש (VNVTS):	vnotesh	['vnotes']
ותטלנו (VTTLNV):	vtitalenu	['vtitalenu']
לאשתקייא (LSTQYY):	lishhtakayaya	['lishhtakayaya']
וחטבי (VCHTVY):	vkhatbei	['vkhotbei']
בלשנים (VLSNYM):	bilshanim	['balshanim']
שמעשי (SMSY):	shemaasi	['shemaase']
מצלב (MTZLV):	mtsalev	['mtsalev']
מבשר־זבח (MVSR_ZVCH):	mibsar-zevakh	['mibhsar-zevakh']
ועמסים (VMSYM):	vamsim	['vomsim']
יחידנית (YCHYDNYT):	ykhidanit	['ykhidanit']
חוקה (CHVQH):	khoke	['kukh']
ותור (VTVR):	vtor	['vator', 'vturo', 'vtor', 'vitur', 'vtur']
את־העפר (T_HFR):	et-haefar	['et-heafar']
מגדרית (MGDRYT):	magdrit	['migdaryt', 'migdarit']
תריב (TRYV):	trev	['treyv', 'tariv']
להדרת (LHDRT):	lhadrat	['lhadrat']
להכין (LHCHYN):	lhakyan	['lhakin', 'lhakyn']
מופתי (MVFTY):	mofti	['mufti', 'mofti', 'moftay']
כחיזו (CHCHYZV):	kkhizo	['kkheyzu', 'kkhezu', 'kkhizu', 'kkheyzo']
משמאול (MSMVL):	misamol	['misomoul', 'misamoul']
ויקדשוהו (VYQDSVHV):	vikadshuhu	['vikadshuhu']
במלוה (VMLVH):	bmilve	['bmalve', 'bamilve', 'bmilve', 'bamilva', 'bamalve']
אגלס (GLS):	agles	['egles']
כשנפתח (CHSNFTCH):	ksheniftakh	['ksnefatkh']
יתבענו (YTVNV):	yitbaenu	['yitbhenu', 'yitbaenu']
למלאכי (LMLCHY):	lmalake	['lmalake']
מוסכניק (MVSCHNYQ):	muskenik	['musakhnik']
כי־חמת (CHY_CHMT):	ki-khamat	['ki-khamat']
וכל־ישראל (VCHL_YSRL):	vkhal-yisrael	['vkhal-yisrael']
לתוכה (LTVCHH):	ltokha	['ltokah', 'ltukah', 'ltoka', 'ltoukh']
נג׳ס (NJS):	najes	['najes', 'niges']
ואהי־לו (VHY_LV):	vahay-lo	['vaehi-lo']
אלגי (LGY):	algi	['elegi']
צ׳ומבליה (TSHVMVLYH):	chumbleyh	['chumbalaya', 'chumvalya']
ולכתבם (VLCHTVM):	vlikhtbem	['vlkatbam']
עוסקי (VSQY):	oski	['uske', 'oske']
מאצלו (MTZLV):	meetslo	['meetzlo', 'meetslov']
התזונה (HTZVNH):	hitzona	['hatzona']
למספרם (LMSFRM):	lmisparem	['lmisparam']
הפלני (HFLNY):	hiflani	['haploni']
נתלה (NTLH):	nitla	['ntla', 'nitle', 'nitl', 'nitla', 'ntle']
נחשדיים (NCHSDYYM):	nekshadiyim	['nekhesadayaim']
ובקרביי (VVQRVYY):	vvkarbayi	['uvikravayi']
העקיבאים (HQYVYM):	haakvaim	['haakivaim']
לשדל (LSDL):	lsadel	['lsdel']
וברטנורה (VVRTNVRH):	vbretnura	['vvartnura']
צוותאי (TZVVTY):	tsavvta	['tsavutai']
המונטנגרי (HMVNTNGRY):	hmontengri	['hmontenegri']
לצדקא (LTZDQ):	ltsidka	['ltsadka']
מסוכה (MSVCHH):	msukh	['msukha']
וכליתיך (VCHLYTYCH):	vkilitikh	['vkiliticha']
לאמיץ (LMYTZ):	lamits	['laamits']
אצרה (TZRH):	atsra	['etsorh']
להפרעות (LHFRVT):	lhafraot	['lhafrut', 'lhafraut']
פיקראיד (FYQRYD):	pikraid	['pikaraid']
וחזקני (VCHZQNY):	vkhazkeni	['vkhazakeni']
ואבעי (VVY):	vavei	['vivei', 'vibai']
אתדכי (TDCHY):	itdake	['itdakei', 'itdaki', 'itdake']
בישתא (VYST):	bishhta	['bishta', 'bishata', 'bishhta']
בילדיםכרצת (VYLDYMCHRTZT):	byldiimkaretset	['bildimkaretset']
ויכליל (VYCHLYL):	vayakhlil	['vyakhlil']
אשגחא (SGCH):	ashgakha	['ashgaka']
מנבלות (MNVLVT):	minivlut	['minbelot']
וגבורים (VGVVRYM):	vgiburim	['vgiborim', 'vgiburim']
אשתוף (STVF):	eshtof	['ashituf']
עודן (VDN):	oden	['oudn', 'udan']
ואימוריו (VYMVRYV):	veimurav	['veimurav']
ולממסר (VLMMSR):	vlmimsar	['vlmimsar']
זה־שמי (ZH_SMY):	zeh-shamay	['zeh-shmi', 'zeh-shami']
מאתוס (MTVS):	meatus	['matos']
גמרין (GMRYN):	gamrin	['gamrin']
הקשיבו (HQSYVV):	hikshivu	['hikshivu', 'haksyvu', 'hakshivu']
ואריבתו (VRYVTV):	vaarivato	['vaarivato']
קיומך (QYVMCH):	kyomekh	['kyumekh']
ל״אברקים (L_VRQYM):	labrakim	['labrekim']
הפנתה (HFNTH):	hpanta	['hufnth', 'hifnth']
מתאי (MTY):	mati	['mtai']
כענינא (CHNYN):	khinyana	['khinyana']
לסיומה (LSYVMH):	lsiuma	['lsiumah']
כשהקר (CHSHQR):	kshehakaar	['kshehakaor', 'ksheheker']
נרסיס (NRSYS):	narsis	['narsis', 'narsys']
רשםת (RSMT):	rasmt	['r,smt']
שחוקרים (SCHVQRYM):	shekokrim	['shekhokrim']
ואתקשרו (VTQSRV):	vitkashru	['vitksharu', 'vitkashru', 'vitkaashru', 'vitkasharu']
דבקעי (DVQY):	dbikei	['dvakei']
יאנו (YNV):	yano	['yanv']
מפך (MFCH):	mpakh	['mipakh', 'mapakh']
ארדי (RDY):	ardi	['arde', 'erade', 'ariday', 'ardi']
שהתפשרו (SHTFSRV):	shehitpashru	['shehitpashru']
יהיבנא (YHYVN):	yhivna	['yhivna', 'yahivna']
ואשכול (VSCHVL):	veshkol	['veshkol']
יכליהו (YCHLYHV):	ykalyahu	['ykhalyahu', 'ykhalyav']
עג׳אמי (JMY):	ajami	['ajami']
ב״אח (V_CH):	bak	['bakhe']
יצה (YTZH):	ytse	['ytsa']
בעושה (VVSH):	bosh	['bose']
לדרביך (LDRVYCH):	ldarbikh	['ldarbikh']
שישפשפו (SYSFSFV):	sheyishpashpu	['sheyshafshpu']
ונדענו (VNDNV):	vnidanu	['vnedaenu']
לקים (LQYM):	lakim	['lkayim', 'lkaim', 'lokim', 'lekim', 'lkayem', 'lkyem', 'lkayam', 'likyam', 'lakaayam', 'lakyam', 'lakim']
סאיצ׳ו (SYTSHV):	sicho	['saicho']
שהשרץ (SHSRTZ):	shehasherets	['shehasherets']
תקות (TQVT):	tkot	['tkuat', 'tkot', 'tikvat']
ושון (VSVN):	vshavan	['vson']
צלחית (TZLCHYT):	tsalkit	['tslokhit']
ליאת (LYT):	leyat	['lyat', 'liat']
לעיניהם (LYNYHM):	leyneihem	['leyneihem']
טראנסוויה (TRNSVVYH):	transuivi	['trnsavivya']
קוסינאטא (QVSYNT):	kusinata	['kusinata']
לאקרגס (LQRGS):	lakrags	['lakragas']
בהנצחון (VHNTZCHVN):	bhanitsakon	['bhanitsakon']
ולעד (VLD):	vlad	['vlaad', 'vled']
ועצמה (VTZMH):	vatsma	['votsm', 'vatsmah', 'vatsma']
להותנו (LHVTNV):	lhotno	['lhavitenu']
וברתא (VVRT):	uvirta	['uvrata']
קבח (QVCH):	kabakh	['kabkh']
נחמיה (NCHMYH):	nekmya	['nkhemya']
מערך (MRCH):	marekh	['merkh', 'maarkh', 'markh', 'meerkh', 'maarakh', 'marekh', 'maorakh']
מושבתיכם (MVSVTYCHM):	moshboteychem	['m,oshboteychem', 'moshboteychem']
דאור (DVR):	dor	['dor', 'dur']
נזרה (NZRH):	nizra	['nzar', 'nizreh', 'nizra']
ונאמן (VNMN):	vnamen	['vneman', 'vneeman']
תמיא (TMY):	tamya	['tumaya']
מרירו (MRYRV):	mriro	['mriru']
ארדלוס (RDLVS):	ardelos	['ardalus']
שושנכי (SVSNCHY):	shoshanki	['shushanki']
נבכים (NVCHYM):	navkim	['nvukim']
ותצפצף (VTTZFTZF):	vtitsptsef	['vttsaftsef']
דאהדרי (DHDRY):	dahadari	['daadri']
ותרבינה (VTRVYNH):	vtarbina	['vatirbena']
שנלוש (SNLVS):	snilus	['shenilush', 'shenilosh']
לכנאה (LCHNH):	lkanah	['lkanaa']
